Run	advertising budget	aversion to NPV deviation	base external investor ask rate	bioproduct long term price	bioproduct offtake agreement	bioproduct performance advantage	bioproduct price fluctuations	bioproduct price reversion time	commercial capital cost input	commercial fixed operating cost input	commercial plant capacity	commercial plant capacity input	commercial plant startup period	commercial process yield input	commercial variable operating cost input	custom feedstock long term price change	custom feedstock maximum fluctuation magnitude	custom feedstock periodic fluctuation magnitude	custom feedstock reversion time	custom feedstock starting price	elasticity of demand	elasticity of supply	expected continuity of government policy	expected green premium	feedstock approval maximum cost	feedstock approval maximum time	feedstock approval required switch	government capital cost share	government operating cost share	government operating grant period	government production incentive	government research cost share	incumbent long term price trend	incumbent market share target economic	incumbent maximum fluctuation	incumbent price response magnitude	incumbent reversion time	incumbent starting price	initial market size	investor optimism	long term market size	market growth rate	pathway approval maximum cost	pathway approval maximum time	pathway approval required switch	payback period multiplier	product approval maximum cost	product approval maximum time	product approval required switch	random stream	regulatory process starting point	required internal return	required return multiplier	retrofit delay	stagegate length	strategic value to external investors	target demo hours	target pilot hours
1785	425000	0.22	10.8	5500	0.3	0.6	0	1.6	1692063000	29700000	986148	620908	3.3	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	0.85	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.24	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1100000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1786	425000	0.22	10.8	5500	0.3	0.6	0	1.6	1692063000	29700000	986148	620908	3.3	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	0.85	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.24	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1787	425000	0.22	10.8	5500	0.3	0.6	0	1.6	1692063000	29700000	986148	620908	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	0.85	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.24	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1788	425000	0.22	10.8	5500	0.3	0.6	0	1.6	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	0.85	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.24	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1789	425000	0.22	10.8	5500	0.3	0.85	0	1.6	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	0.85	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.24	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1790	425000	0.17	10.8	5500	0.3	0.85	0	1.6	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	0.85	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.24	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1791	425000	0.17	10.8	5500	0.3	0.85	0	1.6	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	0.85	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.24	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1792	425000	0.17	10.8	5500	0.3	0.85	0	1.35	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	0.85	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.24	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1793	425000	0.17	10.8	5500	0.3	0.85	0	1.35	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	0.85	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.34	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1794	425000	0.17	10.8	5500	0.3	0.85	0	1.35	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.34	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1795	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	94.5	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.34	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1796	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.55	0.9	0	0.675	0.11	0.34	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1797	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.425	0.9	0	0.675	0.11	0.34	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1798	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	29700000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.425	0.9	0	0.675	0.085	0.34	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1799	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.425	0.9	0	0.675	0.085	0.34	0.055	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1800	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1801	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.6	0	4250	4050
1802	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.6	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1803	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	960	1350000	1.1	40500	0.0135	1350000	4.25	1.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1804	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.6	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	960	1350000	1.1	48000	0.0135	1350000	4.25	1.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1805	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	960	1350000	1.1	48000	0.0135	1350000	4.25	1.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1806	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	960	1350000	0.85	48000	0.0135	1350000	4.25	1.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1807	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1350000	0.85	48000	0.0135	1350000	4.25	1.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1808	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1350000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1809	425000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1350000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1810	550000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.6	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1350000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1811	550000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	0.85	1.35	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1350000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1812	550000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	986148	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	1.1	1.35	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1350000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1813	550000	0.17	10.8	6750	0.3	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	1.1	1.35	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1350000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1814	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	1.1	1.35	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1350000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1815	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	1.1	1.35	1.1	0	1350000	5.5	1.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1816	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	831.7243	0	0.5225	3.85	1.35	112	1.1	1.35	1.1	0	1350000	5.5	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1817	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.5225	3.85	1.35	112	1.1	1.35	1.1	0	1350000	5.5	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.0135	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1818	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.5225	3.85	1.35	112	1.1	1.35	1.1	0	1350000	5.5	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.45	0.068	1.6	0.425	1.35	0	4250	4050
1819	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.5225	3.85	1.35	112	1.1	1.35	1.1	0	1350000	5.5	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1350000	3	1.6	1	0.6375	0.068	1.6	0.425	1.35	0	4250	4050
1820	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.5225	3.85	1.35	112	1.1	1.35	1.1	0	1350000	5.5	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	1.6	1	0.6375	0.068	1.6	0.425	1.35	0	4250	4050
1821	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.5225	2.975	1.35	112	1.1	1.35	1.1	0	1350000	5.5	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	1.6	1	0.6375	0.068	1.6	0.425	1.35	0	4250	4050
1822	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.5225	2.975	1.1	112	1.1	1.35	1.1	0	1350000	5.5	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	1.6	1	0.6375	0.068	1.6	0.425	1.35	0	4250	4050
1823	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.5225	2.975	1.1	112	1.1	1.35	1.1	0	1350000	5.5	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	1.6	1	0.6375	0.068	1.35	0.425	1.35	0	4250	4050
1824	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.5225	2.975	1.1	112	1.1	1.35	1.1	0	1350000	4.25	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	1.6	1	0.6375	0.068	1.35	0.425	1.35	0	4250	4050
1825	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.5225	2.975	1.1	112	1.1	1.35	1.1	0	1350000	4.25	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	1.6	1	0.6375	0.088	1.35	0.425	1.35	0	4250	4050
1826	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.40375	2.975	1.1	112	1.1	1.35	1.1	0	1350000	4.25	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	1.6	1	0.6375	0.088	1.35	0.425	1.35	0	4250	4050
1827	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.40375	2.975	1.1	112	1.1	1.35	1.1	0	1350000	4.25	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	1.6	1	0.6375	0.088	1.35	0.425	1.35	0	4250	4050
1828	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.40375	2.975	1.1	112	1.1	1.35	1.1	0	1350000	4.25	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	0.6	1	0.6375	0.088	1.35	0.425	1.35	0	4250	4050
1829	550000	0.17	10.8	6750	0.425	0.85	0	1.35	1692063000	36450000	803528	803528	2.55	0.2454	642.69605	0	0.40375	2.975	1.1	112	1.1	1.35	1.1	0	1350000	4.25	0.6	1.35	0.425	0.9	0	0.675	0.085	0.34	0.0425	0.22	0.11	1360	1600000	0.85	48000	0.016	1350000	4.25	0.6	1.35	1100000	3	0.6	1	0.6375	0.088	1.35	0.425	1.35	0	5500	4050
1830	8e+05	0.22	4.8	3000	0.3	1.1	0	1.1	1378718000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	0.6	0.6	0.425	1.275	0	0.425	0.06	0.44	0.0675	0.27	0.085	2160	850000	1.6	33000	0.016	1600000	6.75	1.6	0.6	1100000	4.25	1.6	1	0.825	0.088	1.35	0.675	1.35	0	4250	3300
1831	8e+05	0.22	4.8	3000	0.3	1.1	0	1.1	1378718000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	0.6	0.6	0.425	1.275	0	0.425	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	33000	0.016	1600000	6.75	1.6	0.6	1100000	4.25	1.6	1	0.825	0.088	1.35	0.675	1.35	0	4250	3300
1832	8e+05	0.22	4.8	3000	0.3	1.1	0	1.1	1378718000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	0.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	33000	0.016	1600000	6.75	1.6	0.6	1100000	4.25	1.6	1	0.825	0.088	1.35	0.675	1.35	0	4250	3300
1833	8e+05	0.22	4.8	3000	0.3	1.1	0	1.1	1378718000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	0.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	33000	0.016	1600000	6.75	1.6	0.6	1100000	4.25	1.6	1	0.825	0.088	1.35	0.675	1.35	0	4250	2550
1834	8e+05	0.22	4.8	3000	0.3	1.1	0	1.1	1378718000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	33000	0.016	1600000	6.75	1.6	0.6	1100000	4.25	1.6	1	0.825	0.088	1.35	0.675	1.35	0	4250	2550
1835	8e+05	0.22	4.8	3000	0.3	1.1	0	1.1	1378718000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	33000	0.016	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.825	0.088	1.35	0.675	1.35	0	4250	2550
1836	8e+05	0.22	4.8	3000	0.3	1.1	0	1.1	1378718000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.016	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.825	0.088	1.35	0.675	1.35	0	4250	2550
1837	675000	0.22	4.8	3000	0.3	1.1	0	1.1	1378718000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.016	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.825	0.088	1.35	0.675	1.35	0	4250	2550
1838	675000	0.22	4.8	3000	0.3	1.1	0	1.1	1378718000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.0135	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.825	0.088	1.35	0.675	1.35	0	4250	2550
1839	675000	0.22	4.8	3000	0.3	1.1	0	1.1	1065373000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.6	59.5	1.35	0.85	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.0135	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.825	0.088	1.35	0.675	1.35	0	4250	2550
1840	675000	0.22	4.8	3000	0.3	1.1	0	1.1	1065373000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.85	59.5	1.35	0.85	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.0135	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.825	0.088	1.35	0.675	1.35	0	4250	2550
1841	675000	0.22	4.8	3000	0.3	1.1	0	1.1	1065373000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.85	59.5	1.35	0.85	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.0135	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.825	0.088	1.35	0.675	1.35	0	5500	2550
1842	675000	0.22	4.8	3000	0.3	1.1	0	1.1	1065373000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.85	59.5	1.35	0.6	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.0135	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.825	0.088	1.35	0.675	1.35	0	5500	2550
1843	675000	0.22	4.8	3000	0.3	1.1	0	1.1	1065373000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.85	59.5	1.35	0.6	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.0135	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.6375	0.088	1.35	0.675	1.35	0	5500	2550
1844	675000	0.22	4.8	3000	0.3	1.1	0	1.1	1065373000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.64125	2.975	0.85	59.5	1.35	0.6	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.0135	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.6375	0.088	1.35	0.675	1.35	0	5500	2550
1845	675000	0.22	4.8	3000	0.3	1.1	0	1.1	1065373000	22950000	803528	620908	3.3	0.34765	1020.75255	0	0.76	2.975	0.85	59.5	1.35	0.6	1.35	0	1100000	5.5	1.6	0.6	0.425	1.275	0	0.55	0.06	0.44	0.055	0.27	0.085	2160	850000	1.6	25500	0.0135	1600000	6.75	1.6	0.6	1100000	4.25	1.6	2	0.6375	0.088	1.35	0.675	1.35	0	5500	2550
